0	HOWT_1	HOWT_2	HOWT_3	HOET_1	HOET_2	HOET_3
AMT	781	1059	1228	412	574	555
AMTN	0	0	0	0	0	0
AMY1A	0	0	0	0	0	0
AMY1B	0	0	0	0	0	0
AMY1C	0	0	0	0	0	0
AMY2A	3	10	4	0	0	0
AMY2B	896	1163	1356	826	1007	917
AMZ1	15	11	15	22	9	11
AMZ2	647	887	1088	701	856	793
AMZ2P1	145	191	213	140	218	161
ANAPC1	593	678	868	503	428	450
ANAPC10	100	110	137	163	170	185
ANAPC11	370	649	702	510	811	726
ANAPC13	788	953	1035	682	902	844
ANAPC15	284	400	444	138	232	180
ANAPC16	1644	2080	2257	1525	1787	1663
ANAPC1P1	0	0	0	0	0	0
ANAPC2	454	643	695	310	560	482
ANAPC4	376	468	538	282	264	280
ANAPC5	1193	1701	1843	1043	1297	1222
ANAPC7	840	1206	1197	659	855	870
ANG	12	17	6	41	35	56
ANGEL1	448	608	684	428	509	515
ANGEL2	392	447	545	251	353	292
ANGPT1	142	139	147	11	12	13
ANGPT2	0	0	0	0	1	0
ANGPT4	7	10	4	0	0	5
ANGPTL1	0	0	0	0	0	1
ANGPTL2	203	254	309	143	131	118
ANGPTL3	94	119	86	2	7	6
ANGPTL4	86	138	135	321	499	374
ANGPTL5	0	0	0	0	0	0
ANGPTL6	2	8	13	16	18	11
ANGPTL7	1	1	3	0	1	0
ANHX	0	0	0	0	0	0
ANK1	77	110	100	61	101	69
ANK2	2382	2667	3132	2550	2039	1988
ANK3	1432	1721	2038	2944	2484	2417
ANKAR	26	30	49	14	12	16
ANKDD1A	32	21	15	17	33	23
ANKDD1B	1	2	2	0	0	0
ANKEF1	130	140	226	89	105	74
ANKFN1	0	0	0	0	1	1
ANKFY1	1450	1840	2062	1610	1434	1393
ANKH	1141	1509	1678	771	884	762
ANKHD1	56	66	64	81	119	89
ANKHD1-EIF4EBP3	6	39	21	22	19	24
ANKIB1	652	689	906	651	607	577
ANKK1	2	8	5	0	8	5
ANKLE1	44	57	84	72	89	115
ANKLE2	799	1051	1146	833	825	1016
ANKMY1	73	91	106	29	26	27
ANKMY2	537	782	812	903	1153	1120
ANKRA2	303	355	481	325	360	441
ANKRD1	716	1355	1335	88755	104845	105704
ANKRD10	1437	1918	2048	1326	1754	1648
ANKRD11	2443	3216	3705	1786	2126	2025
ANKRD12	779	652	960	1050	746	627
ANKRD13A	675	980	1025	2373	2740	2817
ANKRD13B	40	87	56	112	171	152
ANKRD13C	540	549	628	654	607	627
ANKRD13D	292	374	410	318	435	423
ANKRD16	238	240	329	170	162	185
ANKRD17	2612	2844	3603	2555	2172	2077
ANKRD18A	98	98	116	51	60	69
ANKRD18B	10	16	18	32	32	31
ANKRD18DP	2	9	0	0	0	0
ANKRD19P	0	2	1	0	1	1
ANKRD2	0	0	0	49	85	84
ANKRD20A1	0	0	0	0	0	0
ANKRD20A11P	0	0	0	0	0	0
ANKRD20A12P	0	0	2	0	0	0
ANKRD20A19P	11	16	26	6	3	2
ANKRD20A2	0	0	0	0	0	0
ANKRD20A3	0	0	0	0	0	0
ANKRD20A4	2	1	0	0	0	0
ANKRD20A5P	0	2	0	0	0	0
ANKRD20A8P	0	1	0	0	0	0
ANKRD20A9P	1	0	0	1	2	2
ANKRD22	0	0	0	0	0	1
ANKRD23	64	83	94	48	77	66
ANKRD24	55	107	92	58	83	89
ANKRD26	465	493	596	500	420	356
ANKRD26P1	0	3	0	0	0	0
ANKRD26P3	0	0	1	0	0	0
ANKRD27	204	227	237	281	406	342
ANKRD28	459	533	680	349	411	383
ANKRD29	2	1	4	2	0	0
ANKRD30A	0	0	0	0	0	0
ANKRD30B	0	0	0	0	0	0
ANKRD30BL	11	21	18	6	6	3
ANKRD30BP2	1	0	0	0	0	0
ANKRD30BP3	0	0	0	0	0	0
ANKRD31	4	11	14	6	4	5
ANKRD32	189	252	257	115	135	152
ANKRD33	4	0	5	1	2	4
ANKRD33B	336	408	485	674	812	745
ANKRD34A	63	93	87	119	141	142
ANKRD34B	0	0	0	2	0	0
ANKRD34C	1	0	0	0	1	1
ANKRD34C-AS1	0	0	0	0	0	0
ANKRD35	1	4	2	1	2	2
ANKRD36	134	126	195	121	36	66
ANKRD36B	65	71	93	48	15	31
ANKRD36BP1	0	0	0	0	0	0
ANKRD36BP2	4	0	2	0	0	0
ANKRD36C	27	34	48	30	25	39
ANKRD37	63	78	92	491	604	575
ANKRD39	70	96	96	131	149	125
ANKRD40	694	893	1072	551	675	690
ANKRD42	167	138	192	161	204	184
ANKRD44	36	56	59	19	14	25
ANKRD44-IT1	0	0	0	0	0	0
ANKRD45	4	16	36	6	0	1
ANKRD46	345	410	427	207	213	204
ANKRD49	84	92	126	67	71	71
ANKRD50	933	959	1291	1059	626	668
ANKRD52	1977	2797	3064	2699	3427	3237
ANKRD53	8	15	13	4	13	18
ANKRD54	292	409	427	273	370	321
ANKRD55	0	0	0	0	0	0
ANKRD6	471	590	678	203	251	195
ANKRD60	0	0	0	0	0	0
ANKRD61	0	1	1	1	1	1
ANKRD62	0	0	0	0	0	0
ANKRD62P1-PARP4P3	0	0	0	0	0	0
ANKRD63	237	258	270	77	82	109
ANKRD65	6	7	7	4	9	10
ANKRD66	0	0	0	0	0	0
ANKRD7	2	9	2	2	2	5
ANKRD9	214	185	280	1393	1796	1664
ANKS1A	776	1087	1155	806	1060	1011
ANKS1B	12	18	31	26	31	26
ANKS3	198	325	385	234	355	326
ANKS4B	14	23	16	6	14	5
ANKS6	387	533	584	266	272	301
ANKUB1	0	0	0	0	0	0
ANKZF1	935	1259	1476	3193	4238	4285
ANLN	1835	2420	2471	800	972	836
ANO1	13	17	16	7	24	16
ANO1-AS2	0	0	0	0	0	0
ANO10	281	322	357	191	300	273
ANO2	5	13	6	1	3	7
ANO3	0	0	0	0	0	0
ANO4	12	6	28	29	49	35
ANO5	478	492	573	317	257	215
ANO6	1433	1673	1884	3278	3013	3110
ANO7	32	48	57	52	76	41
ANO8	297	394	477	646	832	826
ANO9	29	41	42	17	32	40
ANOS1	148	168	172	61	49	63
ANP32A	2703	3571	3986	2754	3370	3077
ANP32A-IT1	17	27	39	17	3	20
ANP32AP1	2	5	8	2	1	3
ANP32B	1391	1694	2082	998	1283	1351
ANP32C	2	3	4	2	1	0
ANP32D	0	0	0	0	0	0
ANP32E	1398	1423	1549	1261	1408	1283
ANPEP	136	177	144	21	63	29
ANTXR1	2327	3113	3475	1727	1665	1719
ANTXR2	1274	1653	1772	1143	1348	1273
ANTXRL	0	0	0	0	0	0
ANTXRLP1	12	5	4	0	0	0
ANXA1	36	54	54	222	290	298
ANXA10	0	0	0	0	0	0
ANXA11	1004	1424	1504	1216	1442	1449
ANXA13	0	0	0	0	0	0
ANXA2	1578	2048	2371	6423	7579	7588
ANXA2P1	0	1	0	0	1	0
ANXA2P2	8	15	15	32	41	48
ANXA2P3	0	2	0	0	1	1
ANXA2R	1	3	8	2	1	1
ANXA3	263	410	407	954	1251	1279
ANXA4	286	326	365	100	112	117
ANXA5	1702	2369	2750	4833	5772	5837
ANXA6	10133	15116	16226	11450	14314	14153
ANXA7	901	1305	1322	869	1138	1133
ANXA8	0	0	0	0	0	0
ANXA8L1	0	0	0	0	0	0
ANXA9	22	43	45	3	4	1
AOAH	0	0	0	0	4	3
AOAH-IT1	0	0	0	0	0	0
AOC1	5	2	3	0	2	3
AOC2	43	99	75	209	234	244
AOC3	27	43	51	151	241	248
AOC4P	0	2	2	7	6	6
AOX1	11	22	24	1	8	5
AOX2P	0	0	0	0	0	0
AP1AR	218	342	342	274	262	252
AP1B1	1329	1855	1950	1509	1989	2148
AP1B1P1	0	0	0	0	0	0
AP1G1	1425	1751	1858	1915	1901	1870
AP1G2	572	817	907	390	591	573
AP1M1	600	843	1002	710	894	847
AP1M2	31	53	64	11	30	35
AP1S1	189	354	375	308	339	339
AP1S2	437	428	379	593	609	536
AP1S3	22	23	19	24	25	19
AP2A1	1910	2751	2883	2570	3651	3381
AP2A2	1312	1868	2086	1648	2365	2227
AP2B1	3607	4837	5157	7007	7982	7561
AP2M1	3581	5396	5602	7710	10025	9631
AP2S1	492	704	757	572	734	675
AP3B1	918	1114	1324	1268	1472	1377
AP3B2	28	33	42	10	11	15
AP3D1	2662	3878	4239	3495	4847	4861
AP3M1	1025	1417	1502	1143	1255	1227
AP3M2	399	425	475	226	261	240
AP3S1	394	465	469	444	502	463
AP3S2	43	78	91	50	51	66
AP4B1	226	338	421	228	310	321
AP4B1-AS1	1	4	0	0	0	0
AP4E1	525	588	684	624	457	569
AP4M1	131	211	216	85	117	146
AP4S1	185	223	289	107	99	93
AP5B1	470	659	638	593	768	787
AP5M1	770	823	847	681	684	640
AP5S1	160	244	258	124	166	160
AP5Z1	248	390	370	294	455	397
APAF1	520	724	683	766	739	632
APBA1	43	26	44	21	17	8
APBA2	153	177	168	25	74	39
APBA3	176	267	295	261	354	388
APBB1	1502	2170	2448	2422	2967	2899
APBB1IP	4	5	2	0	0	3
APBB2	157	218	272	51	59	54
APBB3	267	421	526	392	485	553
APC	865	857	1226	464	332	321
APC2	15	20	11	2	1	8
APCDD1	651	978	991	76	128	156
APCDD1L	1	0	0	0	1	1
APCDD1L-AS1	1	3	3	1	3	2
APCS	0	0	0	0	0	0
APEH	1198	1624	1909	1832	2555	2534
APELA	41	36	52	3	1	7
APEX1	1457	2038	2362	945	1358	1205
APEX2	201	335	322	198	227	244
APH1A	924	1450	1459	1008	1394	1210
APH1B	183	224	235	63	57	79
API5	1546	2038	1996	1442	1619	1675
APIP	124	196	240	269	302	312
APITD1	34	19	32	1	7	7
APITD1-CORT	0	0	2	2	0	0
APLF	56	97	89	33	33	42
APLN	13	14	20	72	83	69
APLNR	128	159	170	10	14	18
APLP1	684	815	1027	854	1025	1046
APLP2	7166	9748	10656	8568	10462	10233
APMAP	879	1269	1313	772	898	975
APOA1	2386	4126	3846	811	1302	992
APOA1-AS	8	4	8	0	1	0
APOA1BP	622	830	946	779	988	956
APOA2	1799	2857	2425	870	1287	1045
APOA4	44	54	60	78	91	49
APOA5	49	83	86	1	4	1
APOB	7385	7511	8412	388	396	418
APOBEC1	0	0	0	0	0	0
APOBEC2	866	1308	1382	1390	1833	1941
APOBEC3A	0	0	0	0	0	0
APOBEC3A_B	0	0	0	0	0	0
APOBEC3B	31	26	35	11	14	15
APOBEC3B-AS1	0	0	0	0	0	0
APOBEC3C	302	422	395	194	213	223
APOBEC3D	25	19	38	19	28	35
APOBEC3F	171	239	272	104	118	126
APOBEC3G	38	57	64	10	9	17
APOBEC3H	0	1	0	2	1	0
APOBEC4	0	0	0	0	0	0
APOBR	7	7	11	0	3	1
APOC1	205	409	293	267	335	364
APOC1P1	0	1	1	0	1	1
APOC2	0	0	0	0	0	0
APOC3	408	777	576	30	85	43
APOC4	0	0	0	0	0	0
APOC4-APOC2	0	0	0	0	0	1
APOD	1	4	0	0	1	1
APOE	2946	4834	5240	8293	10882	10763
APOF	0	0	1	0	0	0
APOH	19	70	46	0	0	1
APOL1	0	0	0	0	3	0
APOL2	134	165	231	147	182	193
APOL3	0	1	0	0	0	0
APOL4	0	0	0	3	1	3
APOL5	0	0	0	0	0	0
APOL6	22	18	17	7	12	3
APOLD1	232	296	345	96	148	89
APOM	79	165	112	32	39	34
APOO	195	253	267	222	330	278
APOOL	607	727	775	822	837	738
APOOP5	0	0	0	0	0	0
APOPT1	232	293	399	279	475	416
APP	8331	10488	12048	10586	12207	11869
APPBP2	1287	1276	1484	1393	1273	1173
APPL1	677	722	823	680	573	601
APPL2	361	476	603	243	314	327
APRT	252	433	493	292	366	424
APTR	162	225	259	181	205	192
APTX	384	454	512	357	486	445
AQP1	783	796	876	2443	2856	2707
AQP10	125	197	203	55	54	49
AQP11	21	29	25	9	13	12
AQP12A	0	0	0	0	0	0
AQP12B	0	0	0	0	0	0
AQP2	0	0	0	1	2	4
AQP3	48	52	66	323	419	453
AQP4	0	0	5	1	0	0
AQP4-AS1	0	0	0	0	0	0
AQP5	2	3	1	1	3	3
AQP6	5	12	10	0	1	0
AQP7	20	24	32	7	6	16
AQP7P1	2	3	1	2	0	1
AQP7P3	0	3	0	1	2	0
AQP8	0	0	0	0	0	2
AQP9	25	22	29	0	2	1
AQR	896	881	1183	678	667	680
AR	27	36	35	14	3	8
ARAF	888	1271	1337	1102	1379	1352
ARAP1	1924	2609	2815	1609	2173	2109
ARAP2	50	52	59	63	68	54
ARAP3	48	44	54	13	24	27
ARC	3	1	3	18	12	11
ARCN1	2401	3253	3588	3738	4478	4328
AREG	0	0	0	0	1	3
AREL1	869	1144	1315	923	934	1044
ARF1	3855	5283	5835	8467	11102	10563
ARF3	2291	3160	3402	2381	2682	2746
ARF4	1859	2202	2118	3532	4200	4110
ARF5	720	920	1087	693	976	925
ARF6	682	861	890	589	837	778
ARFGAP1	873	1328	1381	3138	4388	4383
ARFGAP2	1331	2033	2203	1488	2009	2013
ARFGAP3	585	836	916	1413	1640	1692
ARFGEF1	929	1129	1281	867	770	795
ARFGEF2	1166	1109	1552	2501	1567	1606
ARFGEF3	129	129	238	405	284	263
ARFIP1	388	540	478	345	434	432
ARFIP2	458	754	755	911	1203	1198
ARFRP1	287	434	448	338	415	432
ARG1	169	242	196	11	7	12
ARG2	123	170	222	534	727	603
ARGFX	0	0	0	0	0	0
ARGFXP2	0	0	0	0	0	0
ARGLU1	2101	2807	3057	1871	2158	2155
ARHGAP1	2948	4454	4671	1342	1716	1660
ARHGAP10	136	254	247	256	340	356
ARHGAP11A	622	790	886	110	161	125
ARHGAP11B	33	50	49	9	5	8
ARHGAP12	502	548	555	660	613	667
ARHGAP15	0	0	0	0	0	0
ARHGAP17	571	733	840	766	967	1003
ARHGAP18	55	87	71	26	25	20
ARHGAP19	358	460	461	143	213	184
ARHGAP19-SLIT1	1	0	0	0	0	0
ARHGAP20	37	38	55	35	26	37
ARHGAP21	1737	2102	2341	1510	1312	1323
ARHGAP22	29	37	41	19	7	4
ARHGAP23	529	766	802	702	825	859
ARHGAP24	121	147	166	81	83	51
ARHGAP25	1	5	2	1	2	1
ARHGAP26	696	812	969	450	453	432
ARHGAP26-AS1	0	0	0	0	0	0
ARHGAP26-IT1	0	0	0	0	0	0
ARHGAP27	90	145	180	112	171	158
ARHGAP28	344	346	463	262	293	268
ARHGAP29	293	286	349	252	236	225
ARHGAP30	0	0	0	0	0	2
ARHGAP31	1844	2253	2890	1717	1928	1871
ARHGAP31-AS1	1	1	2	1	0	0
ARHGAP32	546	506	705	3325	2877	2965
ARHGAP33	493	792	758	219	361	351
ARHGAP35	2041	2617	3041	2905	3329	3473
ARHGAP36	0	0	0	0	0	0
ARHGAP39	237	374	365	88	144	133
ARHGAP4	123	161	187	93	168	123
ARHGAP40	0	1	1	2	0	2
ARHGAP42	1189	1292	1611	1199	804	705
ARHGAP44	301	390	499	311	383	375
ARHGAP5	2126	1977	2335	3582	2077	2010
ARHGAP5-AS1	64	119	112	101	161	140
ARHGAP6	480	649	705	411	499	455
ARHGAP8	0	0	0	0	0	0
ARHGAP9	2	20	13	0	0	1
ARHGDIA	2130	2847	3017	2734	3492	3346
ARHGDIB	22	20	23	13	16	13
ARHGDIG	7	12	13	59	86	88
ARHGEF1	661	1037	1026	670	938	941
ARHGEF10	736	993	1092	1209	1308	1271
ARHGEF10L	640	1041	968	754	967	944
ARHGEF11	1446	1936	1984	865	1154	985
ARHGEF12	3015	2854	3918	3889	2618	2622
ARHGEF15	13	27	33	12	10	10
ARHGEF16	112	199	172	165	271	240
ARHGEF17	1813	2612	2712	2327	3343	3318
ARHGEF18	443	579	691	462	605	594
ARHGEF19	17	23	30	2	14	21
ARHGEF2	1529	2030	2296	1514	1968	1851
ARHGEF25	194	232	276	105	129	156
ARHGEF26	109	124	189	137	121	121
ARHGEF26-AS1	3	5	2	3	4	2
ARHGEF28	26	18	20	3	6	3
ARHGEF3	73	119	120	105	119	129
ARHGEF3-AS1	0	0	0	0	0	0
ARHGEF33	14	19	17	9	2	3
ARHGEF34P	13	15	21	5	4	10
ARHGEF35	12	2	3	1	3	1
ARHGEF37	214	294	280	330	360	352
ARHGEF38	0	0	1	0	1	0
ARHGEF38-IT1	0	0	0	0	0	0
ARHGEF39	166	222	252	17	19	22
ARHGEF4	153	235	231	77	144	89
ARHGEF40	817	1161	1233	607	731	760
ARHGEF5	20	28	34	19	21	14
ARHGEF6	50	65	85	359	360	387
ARHGEF7	1236	1587	1790	1328	1503	1523
ARHGEF7-AS1	0	0	0	0	0	0
ARHGEF7-AS2	0	1	3	0	0	0
ARHGEF9	1094	1391	1592	2647	3087	3122
ARHGEF9-IT1	0	0	0	1	0	1
ARID1A	3995	5217	5931	3956	4847	4745
ARID1B	1693	2089	2373	1279	1443	1371
ARID2	942	962	1182	940	842	782
ARID3A	980	1395	1425	1337	1868	1754
ARID3B	766	1230	1162	1014	1480	1357
ARID3C	0	1	2	0	5	1
ARID4A	391	453	558	412	325	384
ARID4B	775	898	1047	952	725	745
ARID5A	24	47	55	1269	1761	1652
ARID5B	130	137	167	395	409	403
ARIH1	1507	1727	1992	2530	2846	2616
ARIH2	1740	2416	2747	1954	2437	2328
ARIH2OS	12	19	22	11	14	7
ARL1	1212	1473	1569	1786	2005	2010
ARL10	366	435	569	390	178	208
ARL11	4	2	3	0	6	1
ARL13A	0	0	0	0	0	0
ARL13B	97	142	174	84	71	96
ARL14	1	0	0	0	2	0
ARL14EP	340	477	449	283	377	354
ARL14EPL	0	0	0	0	0	0
ARL15	414	409	362	259	286	246
ARL16	245	342	412	308	454	402
ARL17A	171	163	178	100	62	105
ARL17B	0	0	0	0	0	0
ARL2	286	343	348	296	400	386
ARL2-SNX15	0	0	0	0	0	0
ARL2BP	1234	1545	1630	1089	1220	1197
ARL3	587	801	955	599	693	687
ARL4A	84	128	100	53	50	51
ARL4C	507	621	754	1577	1876	2015
ARL4D	114	159	166	203	237	252
ARL5A	721	726	787	1342	1333	1407
ARL5B	759	581	701	1309	615	572
ARL5C	0	0	0	0	0	0
ARL6	86	110	74	77	65	68
ARL6IP1	1539	1985	1979	1042	1185	1293
ARL6IP4	902	1287	1482	1291	1553	1559
ARL6IP5	2139	2616	2516	3860	4696	4338
ARL6IP6	151	209	161	84	116	117
ARL8A	412	519	578	652	836	903
ARL8B	1053	1292	1306	1345	1443	1309
ARL9	2	1	3	0	0	1
ARMC1	439	502	481	420	493	401
ARMC10	183	242	250	208	229	237
ARMC12	18	37	56	16	26	35
ARMC2	44	49	68	37	26	18
ARMC2-AS1	0	0	0	0	0	0
ARMC3	0	1	2	0	0	0
ARMC4	15	13	25	3	3	1
ARMC5	166	304	339	183	205	255
ARMC6	278	451	483	218	313	308
ARMC7	153	253	230	195	259	259
ARMC8	808	1072	1075	807	1027	950
ARMC9	275	307	427	203	237	178
ARMCX1	482	642	697	914	1058	1047
ARMCX2	1452	2135	2304	2232	2762	2696
ARMCX3	2169	2565	2845	3671	3973	3982
ARMCX4	620	830	981	910	1015	946
ARMCX5	166	197	243	140	154	147
ARMCX5-GPRASP2	14	33	16	3	6	4
ARMCX6	557	795	793	601	779	696
ARMS2	0	0	0	3	0	0
ARMT1	492	516	527	270	361	307
ARNT	1139	1539	1763	1534	1840	1706
ARNT2	111	162	165	47	19	34
ARNTL	99	113	146	164	137	145
ARNTL2	66	88	97	75	59	65
ARNTL2-AS1	0	0	0	0	0	0
ARPC1A	1800	2553	2960	2495	3290	3241
ARPC1B	184	220	279	404	513	522
ARPC2	2138	2941	3278	2972	3909	3900
ARPC3	785	1234	1220	1118	1333	1229
ARPC4	825	1168	1148	710	765	734
ARPC4-TTLL3	1	0	0	0	0	0
ARPC5	1263	1614	1968	998	1135	1101
ARPC5L	318	552	588	584	797	751
ARPIN	533	691	729	146	240	222
ARPP19	3186	3603	3917	3605	3864	3629
ARPP21	45	53	54	2	4	2
ARR3	0	0	0	0	0	0
ARRB1	291	401	458	330	436	411
ARRB2	104	162	216	128	160	186
ARRDC1	285	450	486	211	231	246
ARRDC1-AS1	311	401	443	319	402	416
ARRDC2	85	93	108	215	292	290
ARRDC3	900	1018	1098	2357	2645	2511
ARRDC3-AS1	19	25	38	16	23	11
ARRDC4	499	532	638	271	313	332
ARRDC5	0	0	0	0	0	0
ARSA	517	768	791	470	546	601
ARSB	629	923	1023	538	566	597
ARSD	496	657	746	229	298	283
ARSE	44	71	64	15	44	39
ARSF	0	0	0	0	0	0
ARSG	112	139	148	42	82	82
ARSH	0	0	0	0	0	1
ARSI	22	13	18	3	9	3
ARSJ	1	5	3	24	43	37
ARSK	197	228	257	346	377	393
ART1	0	2	0	0	0	0
ART3	86	147	136	47	47	47
ART4	0	0	0	0	0	0
ART5	20	26	43	33	17	29
ARTN	364	570	651	49	60	71
ARV1	290	330	351	187	243	228
ARVCF	250	369	448	1009	1386	1264
ARX	0	0	0	0	0	0
AS3MT	9	10	7	9	2	6
ASAH1	2808	3663	3842	9291	11335	11879
ASAH2	10	13	12	1	13	5
ASAH2B	17	26	14	6	4	7
ASAP1	2889	3645	4024	5036	4752	4698
ASAP1-IT1	0	0	2	0	0	2
ASAP1-IT2	4	2	1	2	3	4
ASAP2	249	364	339	240	237	210
ASAP3	943	1332	1410	873	1140	1036
ASB1	731	967	1065	1459	1826	1778
ASB10	9	11	16	3	3	5
ASB11	4	26	20	21	19	11
ASB12	4	9	14	11	11	6
ASB13	139	208	233	71	86	86
ASB14	0	0	2	0	0	0
ASB15	2	0	1	0	0	0
ASB16	71	110	101	19	38	26
ASB16-AS1	252	359	391	194	255	186
ASB17	0	0	0	0	0	0
ASB18	0	0	1	0	0	0
ASB2	1693	2565	2913	2500	3368	3301
ASB3	38	43	49	34	32	28
ASB4	7	3	4	2	1	1
ASB5	0	8	8	14	6	17
ASB6	305	542	493	321	371	443
ASB7	249	303	378	276	312	237
ASB8	457	556	701	604	815	802
ASB9	14	17	15	2	0	0
ASB9P1	0	0	0	0	0	0
ASCC1	528	666	765	564	734	633
ASCC2	517	761	859	551	639	706
ASCC3	1367	1441	1791	1988	1694	1689
ASCL1	0	1	0	0	0	0
ASCL2	1	3	2	0	0	0
ASCL3	0	0	0	0	0	0
ASCL4	0	0	0	0	0	0
ASCL5	0	0	0	0	1	0
ASF1A	411	519	557	420	464	518
ASF1B	247	304	385	27	68	45
ASGR1	231	336	264	125	211	184
ASGR2	141	249	191	86	101	84
ASH1L	2078	1981	2984	1481	1104	1180
ASH1L-AS1	92	132	142	52	59	44
ASH2L	994	1291	1451	709	769	765
ASIC1	212	223	239	68	61	65
ASIC2	0	0	1	0	0	0
ASIC3	165	271	269	208	203	212
ASIC4	192	275	307	74	70	111
ASIC5	0	0	0	0	0	0
ASIP	0	0	0	3	2	1
ASL	185	390	335	170	215	217
ASMT	0	2	0	0	1	0
ASMTL	325	487	457	451	622	600
ASMTL-AS1	431	763	764	380	545	623
ASNA1	608	830	858	470	653	634
ASNS	622	781	1198	876	1265	1353
ASNSD1	472	600	565	467	465	448
ASPA	0	0	0	0	0	0
ASPDH	8	13	11	0	5	0
ASPG	93	164	209	127	202	176
ASPH	4740	5464	5739	3319	3680	3238
ASPHD1	12	8	11	33	12	26
ASPHD2	26	31	24	15	31	19
ASPM	1196	1172	1420	177	138	170
ASPN	1	1	3	0	1	0
ASPRV1	75	89	99	37	50	48
ASPSCR1	261	409	456	283	350	333
ASRGL1	90	161	162	51	60	51
ASS1	624	947	1122	890	1073	1114
ASTE1	109	137	152	70	114	80
ASTL	0	0	0	1	0	0
ASTN1	84	121	120	17	23	26
ASTN2	230	253	258	49	49	63
ASTN2-AS1	0	0	0	0	0	0
ASUN	377	501	568	410	573	493
ASXL1	1820	2484	2827	2729	3185	3342
ASXL2	922	925	1309	1042	610	579
ASXL3	152	164	254	261	185	205
ASZ1	3	0	1	0	0	0
ATAD1	1554	1764	1976	2358	2646	2778
ATAD2	1483	1747	2032	1133	1158	1089
ATAD2B	517	555	715	453	318	305
ATAD3A	359	537	557	460	727	789
ATAD3B	174	296	285	419	614	609
ATAD3C	4	6	8	8	11	4
ATAD5	203	173	223	82	62	63
ATAT1	450	622	698	381	540	485
ATCAY	1	3	0	3	2	2
ATE1	1011	1140	1311	872	902	848
ATE1-AS1	0	1	1	0	0	0
ATF1	257	299	320	296	404	375
ATF2	983	933	1186	1082	1170	961
ATF3	77	114	139	1034	1350	1294
ATF4	2319	3314	3604	4664	5918	5920
ATF5	558	828	1139	190	262	312
ATF6	851	1045	1383	771	710	691
ATF6B	1236	1739	1707	530	751	672
ATF7	827	1003	1133	739	739	729
ATF7IP	1781	1887	2279	1031	752	686
ATF7IP2	310	427	475	152	150	125
ATG10	159	209	237	89	77	87
ATG101	221	321	386	672	817	860
ATG12	635	713	738	693	727	701
ATG13	1133	1550	1734	1225	1487	1520
ATG14	416	462	477	495	597	448
ATG16L1	405	545	587	497	512	486
ATG16L2	461	719	761	413	544	490
ATG2A	669	925	977	691	952	1008
ATG2B	1017	997	1392	1648	1259	1281
ATG3	400	636	563	702	920	954
ATG4A	177	288	309	304	366	391
ATG4B	903	1249	1346	1285	1880	1851
ATG4C	190	173	169	137	145	163
ATG4D	358	532	610	728	1019	1100
ATG5	381	516	500	586	701	693
ATG7	202	271	260	125	175	136
ATG9A	1240	1641	1773	3194	4098	4158
ATG9B	98	101	133	74	85	84
ATHL1	482	755	797	652	875	984
ATIC	691	932	1139	720	847	902
ATL1	23	14	23	11	11	8
ATL2	785	850	949	1101	1219	1253
ATL3	197	239	290	147	173	129
ATM	1619	1421	2057	1149	824	781
ATMIN	892	1039	1188	613	659	711
ATN1	2593	3588	3767	3691	5024	4962
ATOH1	0	0	0	0	0	0
ATOH7	0	1	1	1	5	1
ATOH8	175	238	341	81	116	125
ATOX1	214	278	348	166	288	229
ATP10A	0	0	0	2	0	2
ATP10B	0	0	1	0	0	0
ATP10D	230	289	322	145	150	142
ATP11A	2447	2922	3250	2802	2635	2709
ATP11A-AS1	0	0	0	0	0	0
ATP11AUN	0	0	0	0	0	0
ATP11B	707	708	941	1076	786	856
ATP11C	430	464	543	184	139	141
ATP12A	0	1	3	1	1	0
ATP13A1	736	969	916	646	921	918
ATP13A2	498	661	765	368	461	418
ATP13A3	7044	7156	8423	16773	11890	10892
ATP13A4	10	10	18	112	92	109
ATP13A4-AS1	0	0	0	0	0	0
ATP13A5	0	0	0	1	0	0
ATP13A5-AS1	19	27	25	30	34	27
ATP1A1	31768	43197	49849	57441	70244	69679
ATP1A1-AS1	18	30	16	16	7	7
ATP1A2	1224	1473	1859	759	864	806
ATP1A3	358	423	521	641	769	703
ATP1A4	1	7	4	16	19	20
ATP1B1	13342	16672	16823	15241	17908	16811
ATP1B2	2931	3853	4060	1346	1881	1604
ATP1B3	1000	1325	1553	941	1067	1155
ATP1B4	13	22	22	960	1075	1243
ATP2A1	57	81	71	51	74	91
ATP2A1-AS1	50	82	88	31	29	15
ATP2A2	14361	19520	22895	37739	43844	46010
ATP2A3	46	58	65	33	50	44
ATP2B1	1253	1169	1538	913	802	777
ATP2B2	11	33	24	9	19	13
ATP2B2-IT2	0	0	0	0	0	0
ATP2B3	2	0	1	0	0	1
ATP2B4	17545	19667	24736	17423	14103	13750
ATP2C1	1464	1641	1925	1784	1816	1766
ATP2C2	2	3	4	5	3	4
ATP4A	1	0	3	5	1	7
ATP4B	0	0	1	0	0	0
ATP5A1	10190	14245	15637	14642	18378	17408
ATP5B	13366	18239	20514	28061	36181	34318
ATP5C1	2166	2849	3238	5277	6567	6215
ATP5D	951	1168	1322	1915	2623	2425
ATP5E	539	747	902	821	1041	973
ATP5EP2	17	7	9	16	9	6
ATP5F1	2161	3190	3322	4083	4996	4856
ATP5G1	892	1323	1440	2738	3509	3372
