gene	mean	True_mean	True_positive_frac	False_mean	False_positive_frac	log2FC	-log10 p-val	is_significant
LINC01039	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AL139035.2	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
CLYBL	0.0634983	0.07811972	0.09623893805309734	0.06003339	0.0636959370904325	-0.379366	1.2561758	0
CLYBL-AS2	0.0003451048	1.0622898e-09	0.0	0.00042690843	0.0005242463958060288	2.397537	0.7900932	0
CLYBL-AS1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AL137139.2	0.001820529	0.0010695605	0.0011061946902654867	0.0019984536	0.0015727391874180866	0.8433601	0.29252654	0
ZIC5	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AL355338.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
ZIC2	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
LINC00554	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
PCCA-DT	0.076362275	0.085347675	0.1084070796460177	0.07423457	0.07916120576671036	-0.20100798	0.59927595	0
PCCA	0.119354695	0.14093767	0.17256637168141592	0.11423904	0.11795543905635648	-0.30276248	1.5677131	0
AL353697.1	0.0004693005	1.0622898e-09	0.0	0.0005805052	0.0007863695937090433	2.7665908	1.0592005	0
PCCA-AS1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
GGACT	0.015944045	0.015815973	0.022123893805309734	0.015974632	0.01703800786369594	0.0143103255	0.013204742	0
AL356966.1	0.0013050619	0.0020985403	0.00331858407079646	0.001117	0.001310615989515072	-0.85321695	0.32577157	0
AL136526.1	0.0010207227	0.0006559701	0.0011061946902654867	0.0011070595	0.0010484927916120576	0.6750956	0.2133791	0
TMTC4	0.07060951	0.0960724	0.11393805309734513	0.06457748	0.06788990825688074	-0.5723594	2.610052	0
NALCN-AS1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
LINC00411	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
NALCN	0.00024177085	1.0622898e-09	0.0	0.00029906034	0.0002621231979030144	1.9965917	0.49843317	0
ITGBL1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
FGF14	0.00051050656	0.0010841886	0.0011061946902654867	0.00037467395	0.0005242463958060288	-1.31889	0.27927822	0
AL160153.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
FGF14-IT1	0.00040224352	1.0622898e-09	0.0	0.0004975592	0.0005242463958060288	2.5790663	0.8004947	0
FGF14-AS1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
FGF14-AS2	0.038459446	0.04801721	0.059734513274336286	0.036192805	0.039318479685452164	-0.40686947	0.97396266	0
LINC00555	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AL158063.1	0.0009761097	0.0016626675	0.0022123893805309734	0.00081341504	0.0007863695937090433	-0.9484178	0.29877767	0
TPP2	0.16827631	0.18009071	0.22013274336283187	0.16547257	0.17142857142857143	-0.12206101	0.5519769	0
METTL21C	0.0002446839	1.0622898e-09	0.0	0.00030266718	0.0002621231979030144	2.0095725	0.49842596	0
CCDC168	0.0033802858	0.002304725	0.0022123893805309734	0.0036351578	0.003669724770642202	0.63529724	0.29444268	0
LINC00283	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AL157769.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
TEX30	0.038864046	0.0412223	0.059734513274336286	0.03830365	0.04351245085190039	-0.10567707	0.18712853	0
POGLUT2	0.055472236	0.0584357	0.07632743362831858	0.05476879	0.0563564875491481	-0.093331024	0.18600462	0
BIVM	0.123315334	0.12138058	0.15486725663716813	0.123771764	0.1307994757536042	0.028121565	0.079559304	0
ERCC5	0.17712432	0.19373176	0.22898230088495575	0.17318434	0.1761467889908257	-0.16166367	0.82201755	0
AL137246.1	0.00024275982	1.0622898e-09	0.0	0.0003002837	0.0002621231979030144	2.0010076	0.4984347	0
AL137246.2	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
SLC10A2	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AL162717.1	0.00019326375	1.0622898e-09	0.0	0.00023905904	0.0002621231979030144	1.7615212	0.49845773	0
LINC01309	0.00041096576	1.0622898e-09	0.0	0.0005083476	0.0005242463958060288	2.6048806	0.7965707	0
AL136524.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AL138954.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
DAOA-AS1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
DAOA	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AL359745.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
LINC00343	0.0008349202	0.0014574985	0.0022123893805309734	0.00068734214	0.0007863695937090433	-0.9841681	0.30973434	0
AL138701.2	0.00014756352	1.0622898e-09	0.0	0.00018252974	0.0002621231979030144	1.4983875	0.49846712	0
AL139379.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
LINC00460	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
EFNB2	0.075435825	0.08357539	0.09513274336283185	0.073508576	0.06684141546526867	-0.18492948	0.47198948	0
AL138689.2	0.0036514928	0.004776355	0.0055309734513274336	0.0033852372	0.0028833551769331584	-0.48454618	0.2445435	0
AL138689.1	0.0001542748	1.0622898e-09	0.0	0.00019083126	0.0002621231979030144	1.5401671	0.4984282	0
ARGLU1	0.96794194	1.0335099	0.7898230088495575	0.9524122	0.6781127129750983	-0.11788229	2.870197	0
LINC00551	0.0002498225	1.0622898e-09	0.0	0.00030902095	0.0002621231979030144	2.0321593	0.49843514	0
LINC00443	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AL163534.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AL162574.2	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AL162574.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AL354741.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
FAM155A	0.053104065	0.059361987	0.07632743362831858	0.05161909	0.05609436435124508	-0.20127074	0.46292168	0
AL445649.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
FAM155A-IT1	0.0065115425	0.0077848183	0.011061946902654867	0.0062100203	0.005504587155963303	-0.32143283	0.2234066	0
AL359436.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AL136964.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
LIG4	0.10924874	0.11486419	0.14712389380530974	0.10791977	0.11376146788990826	-0.089889266	0.28129593	0
ABHD13	0.12188926	0.11475496	0.14491150442477876	0.12357739	0.13027522935779817	0.10676867	0.36642355	0
TNFSF13B	0.004643939	0.004638169	0.00663716814159292	0.0046454743	0.004456094364351245	0.0022227105	0.0011079595	0
AL157762.1	0.00037916683	0.0007652191	0.0011061946902654867	0.0002876941	0.0002621231979030144	-1.1581467	0.25239334	0
AL138694.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
MYO16	0.00050844584	0.0006019881	0.0011061946902654867	0.00048627908	0.0005242463958060288	-0.25985897	0.06037897	0
MYO16-AS2	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
MYO16-AS1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AL161431.1	0.00019431193	0.0010142641	0.0011061946902654867	-3.594323e-09	0.0	-3.4780712	0.49815497	0
LINC00370	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
LINC01067	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
LINC00399	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AL163541.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
LINC00676	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
IRS2	0.037652597	0.037750527	0.046460176991150445	0.03762797	0.039318479685452164	-0.004678972	0.0062609636	0
AL162497.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AL355810.1	0.0001576638	1.0622898e-09	0.0	0.00019502334	0.0002621231979030144	1.5608138	0.49843183	0
AL355974.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AL390755.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AL355974.2	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
LINC00396	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AL390755.3	0.0036030246	0.007917035	0.00995575221238938	0.0025808883	0.003145478374836173	-1.5803577	1.2311559	0
COL4A1	1.14542	1.3650588	0.8628318584070797	1.0933822	0.7242463958060288	-0.32013896	21.424036	0
COL4A2	1.3627282	1.5413803	0.9037610619469026	1.3203999	0.8102228047182176	-0.22323227	16.373564	0
COL4A2-AS2	0.00020018301	1.0622898e-09	0.0	0.00024761783	0.0002621231979030144	1.7974868	0.4984579	0
COL4A2-AS1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
RAB20	0.058355227	0.06247879	0.07632743362831858	0.057377864	0.06028833551769332	-0.122667275	0.26452753	0
AL139385.1	0.001982054	0.0048070154	0.00663716814159292	0.0013124638	0.0015727391874180866	-1.7966319	0.9856495	0
NAXD	0.083831675	0.09675471	0.125	0.080772296	0.08597640891218873	-0.26017666	0.9570113	0
CARS2	0.21277301	0.25841892	0.3019911504424779	0.20195164	0.20498034076015728	-0.3555457	3.561952	0
ING1	0.05736648	0.055058833	0.06858407079646017	0.05791289	0.062385321100917435	0.07278161	0.14181985	0
LINC00567	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
LINC00346	0.00043742714	1.0622898e-09	0.0	0.00054107927	0.0007863695937090433	2.6804874	1.0712663	0
ANKRD10	0.2151941	0.2236896	0.26327433628318586	0.21317708	0.20969855832241152	-0.06941406	0.31099305	0
ANKRD10-IT1	0.032287564	0.03182098	0.04092920353982301	0.032396704	0.03302752293577982	0.02578842	0.033856917	0
AL442128.2	0.0027486356	0.0007177142	0.0011061946902654867	0.0032298805	0.0034076015727391874	2.0258017	1.5221059	0
LINC00368	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AL353704.2	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
ARHGEF7-AS2	0.00014028474	0.0007322349	0.0011061946902654867	-3.594323e-09	0.0	-3.0570426	0.4981644	0
ARHGEF7	0.13643016	0.14660451	0.17809734513274336	0.13401362	0.14049803407601572	-0.12945738	0.5063387	0
ARHGEF7-IT1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
ARHGEF7-AS1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AL353704.1	0.00020753095	0.0010832691	0.0011061946902654867	-3.594323e-09	0.0	-3.564758	0.4981531	0
TEX29	0.00013216858	1.0622898e-09	0.0	0.00016348678	0.0002621231979030144	1.3977154	0.49847156	0
AL359649.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
LINC02337	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
LINC00354	0.00021797544	1.0622898e-09	0.0	0.00026962988	0.0002621231979030144	1.8860662	0.4984187	0
SOX1-OT	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
SOX1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AL356961.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
LINC00404	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
LINC01070	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
LINC01043	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
LINC01044	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
SPACA7	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
TUBGCP3	0.0908542	0.105019964	0.13053097345132744	0.08749979	0.09436435124508519	-0.26303732	1.0071292	0
AL139384.2	0.004492998	0.0022846896	0.0022123893805309734	0.005016374	0.005242463958060288	1.1013201	0.7655688	0
ATP11AUN	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AL139384.1	0.007978016	0.00596358	0.007743362831858407	0.008455473	0.008650065530799476	0.4966778	0.42117697	0
ATP11A	0.2237811	0.24319467	0.27101769911504425	0.21917647	0.21677588466579292	-0.1499537	0.8751873	0
ATP11A-AS1	0.0016300079	0.0010134662	0.0011061946902654867	0.0017761078	0.0015727391874180866	0.75268507	0.25030518	0
AL356752.1	0.00042723765	0.0011723216	0.0011061946902654867	0.00025069757	0.0002621231979030144	-1.859164	0.3543687	0
MCF2L	0.04501715	0.049684588	0.06084070796460177	0.043909714	0.045085190039318476	-0.17787725	0.34934676	0
AL356740.1	0.0024131995	0.0005995148	0.0011061946902654867	0.002842964	0.002621231979030144	2.0728433	1.3826295	0
MCF2L-AS1	0.026498605	0.029517645	0.03761061946902655	0.025783371	0.026474442988204457	-0.19443138	0.2845337	0
AL356740.2	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AL356740.3	0.00014834997	1.0622898e-09	0.0	0.0001835025	0.0002621231979030144	1.5033462	0.49847412	0
F7	0.0023688646	1.0622898e-09	0.0	0.002930189	0.003145478374836173	4.9213204	3.172061	0
F10	0.013533704	0.01944544	0.022123893805309734	0.012133199	0.01310615989515072	-0.67603034	0.8494059	0
F10-AS1	0.0005916046	0.0009480338	0.0011061946902654867	0.000507145	0.0005242463958060288	-0.7875722	0.17800823	0
AL137002.2	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
PROZ	0.0002846616	1.0622898e-09	0.0	0.00035211444	0.0005242463958060288	2.1766727	0.80076545	0
AL137002.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
PCID2	0.20332904	0.20965804	0.24668141592920353	0.20182483	0.20262123197903015	-0.054907802	0.22848037	0
CUL4A	0.16908187	0.1846977	0.22787610619469026	0.16537671	0.1690694626474443	-0.15931869	0.81441015	0
LAMP1	0.40947923	0.4181975	0.43805309734513276	0.4074099	0.37876802096985585	-0.037694298	0.23608859	0
GRTP1	0.022328978	0.019144744	0.02654867256637168	0.023083687	0.02437745740498034	0.2686455	0.39561668	0
AL136221.1	0.0006693501	0.0010127719	0.0011061946902654867	0.0005880212	0.0005242463958060288	-0.69363284	0.15605302	0
GRTP1-AS1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
ADPRHL1	0.6542017	0.72078365	0.625	0.63843733	0.5192660550458715	-0.17499544	3.3090193	0
DCUN1D2	0.03799995	0.05059258	0.06526548672566372	0.03501377	0.038269986893840105	-0.5297377	1.4686815	0
DCUN1D2-AS	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
TMCO3	0.18691324	0.21452239	0.25110619469026546	0.18036614	0.18269986893840104	-0.2500724	1.6948383	0
AL442125.2	0.00020398627	1.0622898e-09	0.0	0.00025232232	0.0002621231979030144	1.8168806	0.49846625	0
AL442125.1	0.012731604	0.010628971	0.015486725663716814	0.013229982	0.014678899082568808	0.313163	0.3382283	0
TFDP1	0.18509747	0.21825722	0.2555309734513274	0.1772341	0.18846657929226737	-0.3002202	2.2833908	0
ATP4B	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
GRK1	0.00020757815	1.0622898e-09	0.0	0.00025676886	0.0002621231979030144	1.8349744	0.49842128	0
TMEM255B	0.010380664	0.0057864883	0.00663716814159292	0.011469419	0.009174311926605505	0.9748373	1.0487782	0
GAS6-AS1	0.008925612	0.011602474	0.017699115044247787	0.008291586	0.009698558322411533	-0.47979808	0.49504155	0
GAS6	0.26310432	0.26801527	0.3086283185840708	0.2619366	0.2558322411533421	-0.033085003	0.14949623	0
GAS6-DT	0.017491823	0.021392645	0.025442477876106196	0.016567742	0.01782437745740498	-0.36678433	0.46328273	0
BX072579.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
LINC00454	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
BX072579.2	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
LINC00452	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
LINC00565	0.00045404927	1.0622898e-09	0.0	0.00056164013	0.0005242463958060288	2.7260315	0.8015134	0
C13orf46	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
RASA3	0.05994976	0.070271	0.08628318584070796	0.05750468	0.061598951507208385	-0.28879496	0.8330488	0
RASA3-IT1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
CFAP97D2	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AL160396.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
CDC16	0.13200556	0.13293503	0.16924778761061948	0.13178104	0.13577981651376148	-0.012568996	0.03515938	0
AL160396.2	0.00017170206	1.0622898e-09	0.0	0.00021239	0.0002621231979030144	1.6433331	0.4984386	0
UPF3A	0.55743766	0.57507914	0.5685840707964602	0.55326974	0.4705111402359109	-0.055767562	0.5070444	0
CHAMP1	0.1498776	0.15612996	0.1902654867256637	0.14839168	0.1543905635648755	-0.07328904	0.2637501	0
LINC01054	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
CR383656.10	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
OR11H12	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
LINC02297	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
CR383656.12	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AL929601.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AL929601.2	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
POTEM	0.00018105574	1.0622898e-09	0.0	0.00022395921	0.0002621231979030144	1.6957968	0.4984444	0
AL929601.3	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AL589182.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AL589743.4	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AL589743.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
LINC01297	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
POTEG	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AL512624.2	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AL512310.10	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AL512310.9	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AL512310.2	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
OR11H2	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
OR4N2	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
OR4Q3	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
OR4M1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
OR4K2	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
OR4K5	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
OR4K1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
OR4K15	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
OR4K14	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
OR4K13	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
OR4L1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
OR4K17	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
OR4N5	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
OR11G2	0.00019014595	1.0622898e-09	0.0	0.0002352024	0.0002621231979030144	1.7450172	0.4984541	0
OR11H6	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
OR11H4	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
TTC5	0.08309807	0.100369126	0.11836283185840708	0.07900766	0.08309305373525556	-0.34486282	1.3568374	0
AL356019.2	0.0017351946	0.00082008966	0.0011061946902654867	0.001952014	0.0020969855832241153	1.1571943	0.5192996	0
AL356019.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
CCNB1IP1	0.57856554	0.56699705	0.5685840707964602	0.58131844	0.5022280471821756	0.03598122	0.30159742	0
AL355075.6	0.0001522151	1.0622898e-09	0.0	0.0001882835	0.0002621231979030144	1.5274731	0.49842635	0
AL355075.4	0.005779793	0.003197977	0.004424778761061947	0.006391621	0.00655307994757536	0.9769974	0.8901495	0
PARP2	0.15712167	0.15592569	0.19358407079646017	0.15740077	0.1614678899082569	0.013575358	0.041726325	0
AL355075.1	0.00040203828	1.0622898e-09	0.0	0.0004973046	0.0005242463958060288	2.5784516	0.80118513	0
TEP1	0.018994043	0.02331855	0.028761061946902654	0.017969565	0.019397116644823065	-0.37408987	0.5016018	0
KLHL33	0.000104157305	1.0622898e-09	0.0	0.00012883794	0.0002621231979030144	1.1943109	0.49849135	0
OSGEP	0.13618414	0.12719521	0.16261061946902655	0.13831067	0.14416775884665792	0.120777026	0.46370673	0
AL355075.2	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
APEX1	0.60329485	0.65230775	0.6073008849557522	0.5916936	0.5014416775884666	-0.14067982	2.1621568	0
PIP4P1	0.09095429	0.10502073	0.13495575221238937	0.087623596	0.0946264744429882	-0.26101035	1.0326058	0
PNP	0.027563553	0.0223369	0.029867256637168143	0.028801888	0.02804718217562254	0.3652904	0.6219848	0
AL355075.3	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
RNASE10	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
RNASE9	0.00044875225	0.0010654439	0.0011061946902654867	0.00030271814	0.0002621231979030144	-1.5330371	0.308731	0
RNASE11	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AL163195.2	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
RNASE12	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
OR6S1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
ANG	0.020305859	0.020321956	0.028761061946902654	0.020302199	0.022804718217562255	-0.0013964007	0.0014172889	0
RNASE4	0.08524076	0.08477473	0.10398230088495575	0.08535296	0.08702490170380078	0.009795308	0.020620544	0
AL163636.1	0.00021204937	1.0622898e-09	0.0	0.00026229688	0.0002621231979030144	1.857157	0.4984163	0
EDDM3A	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
EDDM3B	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
RNASE6	0.0017390228	0.0026843555	0.00331858407079646	0.0015149596	0.0020969855832241153	-0.78584546	0.31846845	0
AL133371.2	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
RNASE1	0.012736543	0.011481128	0.017699115044247787	0.013034268	0.01363040629095675	0.18156008	0.17568561	0
AL133371.3	0.00017003738	1.0622898e-09	0.0	0.00021032896	0.0002621231979030144	1.633783	0.4984458	0
